Model,Accuracy,Precision,Recall,Specificity,F1,MCC
"LR:0.001, Dropout:0.7",0.8595696489241224,0.3138686131386861,0.2182741116751269,0.940089228808158,0.2574850299401197,0.186371033364831
"LR:0.001, Dropout:0.8",0.8844847112117781,0.4556962025316455,0.182741116751269,0.9725940089228808,0.2608695652173913,0.2365610128930773
"LR:0.001, Dropout:0.9",0.8742921857304643,0.3684210526315789,0.17766497461928935,0.9617590822179732,0.23972602739726026,0.19455046474151655
