Model,Accuracy,Precision,Recall,Specificity,F1,MCC
"LR:0.001, Dropout:0.7",0.8837663830765693,0.4948186528497409,0.3808574277168494,0.949317738791423,0.4304225352112675,0.3708202991751017
"LR:0.001, Dropout:0.8",0.897677627040699,0.6068052930056711,0.3200398803589232,0.9729694606887588,0.4190600522193211,0.3915831181271255
"LR:0.001, Dropout:0.9",0.891354334329731,0.5461783439490446,0.3419740777666999,0.9629629629629629,0.4206008583690987,0.37631226273075447
