0.744727494896694,-0.04139268515822507
-3.361727836017593,-3.361727836017593
-2.3242824552976926,-3.215637563435062
-2.3242824552976926,-3.281714970027296
-3.285782273779395,-2.3242824552976926
-3.295347148333618,-2.3242824552976926
-3.296665190261531,-2.3242824552976926
-2.3242824552976926,-4.4221464559621255
-3.215637563435062,-3.281714970027296
-3.285782273779395,-3.215637563435062
-3.215637563435062,-3.295347148333618
-3.215637563435062,-3.296665190261531
-3.396548037987132,-3.215637563435062
-3.215637563435062,-3.420945405921972
-3.215637563435062,-3.5566642621225686
-3.215637563435062,-3.620864475265121
-3.215637563435062,-3.669688708056208
-3.686725621074542,-3.215637563435062
-3.215637563435062,-3.7902147702439795
-3.215637563435062,-4.011824095594308
-4.029261995804175,-3.215637563435062
-3.215637563435062,-4.084075567778674
-4.125220936316564,-3.215637563435062
-3.281714970027296,-3.285782273779395
-3.281714970027296,-3.295347148333618
-3.296665190261531,-3.281714970027296
-3.281714970027296,-3.396548037987132
-3.420945405921972,-3.281714970027296
-3.5566642621225686,-3.281714970027296
-3.281714970027296,-3.620864475265121
-3.669688708056208,-3.281714970027296
-3.281714970027296,-3.686725621074542
-3.281714970027296,-3.7902147702439795
-4.011824095594308,-3.281714970027296
-4.029261995804175,-3.281714970027296
-4.084075567778674,-3.281714970027296
-3.281714970027296,-4.125220936316564
-3.295347148333618,-3.285782273779395
-3.285782273779395,-3.296665190261531
-3.396548037987132,-3.285782273779395
-3.420945405921972,-3.285782273779395
-3.285782273779395,-3.5566642621225686
-3.285782273779395,-3.620864475265121
-3.669688708056208,-3.285782273779395
-3.285782273779395,-3.686725621074542
-3.285782273779395,-3.7902147702439795
-3.285782273779395,-4.011824095594308
-4.029261995804175,-3.285782273779395
-4.084075567778674,-3.285782273779395
-4.125220936316564,-3.285782273779395
-3.295347148333618,-3.296665190261531
-3.295347148333618,-3.396548037987132
-3.420945405921972,-3.295347148333618
-3.5566642621225686,-3.295347148333618
-3.620864475265121,-3.295347148333618
-3.669688708056208,-3.295347148333618
-3.295347148333618,-3.686725621074542
-3.7902147702439795,-3.295347148333618
-3.295347148333618,-4.011824095594308
-3.295347148333618,-4.029261995804175
-3.295347148333618,-4.084075567778674
-4.125220936316564,-3.295347148333618
-3.396548037987132,-3.296665190261531
-3.296665190261531,-3.420945405921972
-3.296665190261531,-3.5566642621225686
-3.620864475265121,-3.296665190261531
-3.296665190261531,-3.669688708056208
-3.686725621074542,-3.296665190261531
-3.296665190261531,-3.7902147702439795
-4.011824095594308,-3.296665190261531
-4.029261995804175,-3.296665190261531
-3.296665190261531,-4.084075567778674
-3.296665190261531,-4.125220936316564
-3.420945405921972,-3.396548037987132
-3.5566642621225686,-3.396548037987132
-3.620864475265121,-3.396548037987132
-3.669688708056208,-3.396548037987132
-3.396548037987132,-3.686725621074542
-3.396548037987132,-3.7902147702439795
-3.396548037987132,-4.011824095594308
-4.029261995804175,-3.396548037987132
-4.084075567778674,-3.396548037987132
-4.125220936316564,-3.396548037987132
-3.396548037987132,-4.315361486979335
-3.396548037987132,-4.321888277582297
-3.420945405921972,-3.5566642621225686
-3.620864475265121,-3.420945405921972
-3.669688708056208,-3.420945405921972
-3.686725621074542,-3.420945405921972
-3.7902147702439795,-3.420945405921972
